onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	order	response	correctness	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
22.083083739729773	2.0	FILLER	1.371733649455564	7_1	1	ábrázolás	szokatlan	1	good		839	9	4	4	3495	9	3	1	2.55	4.45	3.45	6.05	0.0
30.0824894794132	2.0	FILLER	1.0434801318551763	7_1	2	adottság	pozitív	1	good		1928	8	3	3	10499	7	3	1	2.15	3.8	3.0	6.0	0.0
40.08300715187215	2.0	DISTANT	1.6917423174600117	7_1	60	mutatvány	szánalmas	1	good	1	716	9	3	3	685	9	3	4	4.45	4.9	3.5	6.1	1.0
46.0823009554515	2.0	REPEAT	1.4275193243447577	7_1	43	kolbász	tonnányi	1	no-good	1	867	7	2	2	533	8	3	1	2.6	6.05	5.95	6.15	1.0
56.09880960949522	2.0	FILLER	1.4748447302808927	7_1	3	alapanyag	folyékony	1	no-good		2168	9	4	4	612	9	3	1	1.75	5.6	5.6	6.45	0.0
66.0993103762703	2.0	DISTANT	1.3388641380042827	7_1	61	művészet	vizuális	1	good	1	6299	8	3	1	1406	8	4	1	2.15	4.8	4.3	5.65	1.0
74.11572195072222	2.0	FILLER	1.3621845009220124	7_1	4	államférfi	diszkrét	1	good		599	10	4	4	535	8	2	1	1.8	3.8	3.65	4.7	0.0
80.11602650913119	2.0	REPEAT	1.3544219755422091	7_1	44	kollégium	főiskolai	1	no-good	0	3139	9	4	3	1294	9	5	2	2.5	6.6	6.2	6.45	1.0
86.11533004628654	2.0	FILLER	1.154201586930867	7_1	5	áramlat	belföldi	1	good		1372	7	3	2	3239	8	3	4	1.8	3.05	2.25	2.8	0.0
92.13263070589164	2.0	REPEAT	1.0975401465111645	7_1	45	kolostor	hajdani	1	good	1	1099	8	3	4	1367	7	3	7	2.3	4.65	5.65	5.75	1.0
100.13200493953264	2.0	FILLER	1.9137433712421623	7_1	6	asszisztens	tárgyalási	1	good		1083	11	3	4	2106	10	4	6	2.05	4.45	4.4	5.25	0.0
104.13224930347133	2.0	REPEAT	1.6732892539002933	7_1	46	költészet	mágikus	1	no-good	1	1207	9	3	4	454	7	3	1	2.6	3.0	3.15	3.85	1.0
108.13544755101977	2.0	DISTANT	1.7262821614567656	7_1	62	nagymama	kedvenc	1	good	1	1874	8	3	1	9838	7	2	3	3.25	6.0	5.9	6.8	1.0
120.14905559996988	2.0	CLOSE	1.4411973013411623	7_1	84	tanfolyam	gyakorlati	1	good	1	1871	9	3	2	3948	10	4	8	1.9	6.1	4.1	6.1	1.0
126.14837066372274	2.0	CLOSE	1.464912130159064	7_1	85	távirat	udvarias	1	no-good	0	635	7	3	2	446	8	4	1	2.1	4.8	4.45	5.15	1.0
136.16586497022217	2.0	REPEAT	1.384193648944347	7_1	47	kommentár	terjedelmes	1	good	1	2449	9	3	2	699	11	4	5	2.2	4.4	4.0	5.3	1.0
140.1650678417318	2.0	FILLER	2.2959754488510953	7_1	7	bábszínház	virtuális	1	no-good		636	10	3	2	5945	9	4	1	1.85	4.6	4.95	4.6	0.0
148.168475617269	2.0	CLOSE	1.0929394958475314	7_1	86	telefonszám	otthoni	1	good	1	4732	11	4	2	4288	7	3	8	1.4	6.5	4.3	6.65	1.0
154.18178141312455	2.0	CLOSE	1.295560491216747	7_1	87	tévéműsor	félelmetes	1	good	0	648	9	4	1	1112	10	4	2	5.45	5.8	5.05	6.6	1.0
162.18218689333298	2.0	FILLER	1.2797590581758411	7_1	8	bankrablás	tavalyi	1	good		535	10	3	2	16956	7	3	7	3.8	5.35	4.15	6.15	0.0
168.18548683111294	2.0	DISTANT	0.972103064206749	7_1	63	napsütés	felhőtlen	1	good	1	3340	8	3	2	612	9	3	1	3.0	6.1	6.45	6.6	1.0
174.19881081338465	2.0	FILLER	1.2870620564026467	7_1	9	becslés	szakszerű	1	good		7246	7	2	4	968	9	3	2	2.1	5.25	2.4	6.0	0.0
184.19830287450168	2.0	REPEAT	0.9428319014332374	7_1	48	legénység	katonai	1	good	1	1179	9	3	4	14642	7	4	3	4.35	6.0	5.9	6.15	1.0
190.2146096849574	2.0	REPEAT	0.9022216370685784	7_1	43	kolbász	tonnányi	2	no-good	1	867	7	2	2	533	8	3	1	2.6	6.05	5.95	6.15	1.0
198.2150225934165	2.0	DISTANT	1.9181421783177937	7_1	60	mutatvány	szabálytalan	2	no-good	1	716	9	3	3	909	12	4	1	3.55	3.95	4.6	5.05	0.609612226
204.2153181866961	2.0	FILLER	1.373987228012993	7_1	10	berendezés	egyszerű	1	good		6368	10	4	5	22554	8	3	3	1.5	5.45	5.7	6.15	0.0
210.23163396228483	2.0	DISTANT	1.0856774810963543	7_1	61	művészet	strukturális	2	good	1	6299	8	3	1	2005	12	4	2	2.05	3.3	3.25	3.8	0.65917778
218.2320394424896	2.0	DISTANT	1.1333012979193882	7_1	64	novella	tanulságos	1	good	1	925	7	3	1	805	10	4	6	2.45	5.4	3.05	6.5	1.0
222.23123155583744	2.0	CLOSE	1.221563555245666	7_1	88	törmelék	építkezési	1	good	1	730	8	3	1	395	10	5	7	1.9	6.55	6.8	6.4	1.0
226.23141521301292	2.0	REPEAT	1.077741800552758	7_1	44	kollégium	főiskolai	2	no-good	0	3139	9	4	3	1294	9	5	2	2.5	6.6	6.2	6.45	1.0
236.24793718668295	2.0	FILLER	1.356902500068827	7_1	11	borvidék	csapadékos	1	good		827	8	3	2	840	10	4	4	2.55	5.5	6.15	5.65	0.0
240.2481503007293	2.0	REPEAT	1.3088901087176057	7_1	45	kolostor	hajdani	2	good	1	1099	8	3	4	1367	7	3	7	2.3	4.65	5.65	5.75	1.0
246.2484492239128	2.0	REPEAT	1.1730811347188137	7_1	46	költészet	mágikus	2	no-good	1	1207	9	3	4	454	7	3	1	2.6	3.0	3.15	3.85	1.0
254.2648556754284	2.0	DISTANT	1.6282627644941383	7_1	62	nagymama	bámulatos	2	no-good	1	1874	8	3	1	305	9	4	5	3.15	6.25	6.0	6.5	0.621415973
260.26415972487666	2.0	CLOSE	1.340422534452955	7_1	85	távirat	kulturált	2	good	0	635	7	3	2	578	9	3	1	1.7	3.45	2.2	3.7	0.7990051509999999
272.26475296060744	2.0	CLOSE	1.3882633075227204	7_1	84	tanfolyam	elméleti	2	no-good	1	1871	9	3	2	2162	8	4	8	2.65	4.65	4.05	6.55	0.8934527640000001
278.26408467389774	2.0	FILLER	1.55641310620922	7_1	12	bűntett	embertelen	1	good		7349	7	2	1	964	10	4	1	6.6	5.6	4.3	6.1	0.0
286.26448964181327	2.0	FILLER	1.1882040351811156	7_1	113	választék	egyforma	1	good		1419	9	3	4	1192	8	3	2	2.25	4.75	4.5	5.15	0.0
290.2806819546968	2.0	CLOSE	1.819650446861488	7_1	87	tévéműsor	hihetetlen	2	good	0	648	9	4	1	3434	10	4	2	3.2	3.95	4.3	5.2	0.7619771956999999
296.28098548851995	2.0	FILLER	1.8516065392177552	7_1	114	vallomás	következetes	1	good		6889	8	3	5	1340	12	5	3	3.8	3.9	2.75	4.95	0.0
302.28128466785347	2.0	REPEAT	1.2435673241852785	7_1	47	kommentár	terjedelmes	2	good	1	2449	9	3	2	699	11	4	5	2.2	4.4	4.0	5.3	1.0
308.2845892162768	2.0	CLOSE	1.1120764710576625	7_1	86	telefonszám	háztartási	2	good	1	4732	11	4	2	1415	10	4	4	2.1	4.3	3.4	4.5	0.7732623820000001
314.297909868641	2.0	REPEAT	1.4991922414192231	7_1	48	legénység	katonai	2	no-good	1	1179	9	3	4	14642	7	4	3	4.35	6.0	5.9	6.15	1.0
320.2971985492877	2.0	FILLER	1.3949092894945352	7_1	115	védekezés	célszerű	1	good		5447	9	4	4	2801	8	3	4	3.35	4.45	3.55	5.8	0.0
326.2975074621936	2.0	REPEAT	1.154896512896812	7_1	49	lépcsőház	emeletes	1	good	1	634	9	3	1	491	8	4	8	1.65	6.05	6.5	6.1	1.0
